nation,o_year,sum_profit
ALGERIA,1998,271503999.8300
ALGERIA,1997,457035907.9700
ALGERIA,1996,457125120.3900
ALGERIA,1995,460972418.0200
ALGERIA,1994,456444895.7100
ALGERIA,1993,456449846.2400
ALGERIA,1992,459548275.1200
ARGENTINA,1998,277792937.1000
ARGENTINA,1997,467555834.0300
ARGENTINA,1996,473886110.4500
ARGENTINA,1995,468457178.2300
ARGENTINA,1994,467071882.0100
ARGENTINA,1993,469523910.8600
ARGENTINA,1992,471169593.6000
BRAZIL,1998,278152954.0100
BRAZIL,1997,460597152.1300
BRAZIL,1996,465471524.6900
BRAZIL,1995,466391896.8700
BRAZIL,1994,466833610.7600
BRAZIL,1993,458908693.8600
BRAZIL,1992,468249410.4200
CANADA,1998,275439054.1600
CANADA,1997,474082013.9600
CANADA,1996,477716501.9000
CANADA,1995,473132495.5600
CANADA,1994,481016527.8400
CANADA,1993,472953473.9300
CANADA,1992,481805557.7000
CHINA,1998,272070593.7200
CHINA,1997,455987052.5000
CHINA,1996,461550513.4100
CHINA,1995,459802339.8000
CHINA,1994,468364276.1100
CHINA,1993,461342622.1200
CHINA,1992,459531174.9000
EGYPT,1998,275826421.0400
EGYPT,1997,468914339.3300
EGYPT,1996,480846088.8200
EGYPT,1995,463269674.5700
EGYPT,1994,474777081.9500
EGYPT,1993,470918361.2800
EGYPT,1992,471122518.9400
ETHIOPIA,1998,267715266.3500
ETHIOPIA,1997,463042037.5800
ETHIOPIA,1996,462188681.3400
ETHIOPIA,1995,463533287.0900
ETHIOPIA,1994,462007318.8500
ETHIOPIA,1993,461582457.2400
ETHIOPIA,1992,467185360.6300
FRANCE,1998,266843854.9000
FRANCE,1997,458070704.3500
FRANCE,1996,461296434.4100
FRANCE,1995,466047862.6100
FRANCE,1994,462634879.8900
FRANCE,1993,456729264.2700
FRANCE,1992,464519551.9200
GERMANY,1998,277397508.2300
GERMANY,1997,470119583.9600
GERMANY,1996,461596205.0100
GERMANY,1995,465597813.6300
GERMANY,1994,476317845.5000
GERMANY,1993,470911212.1000
GERMANY,1992,465347908.7100
INDIA,1998,276060811.9800
INDIA,1997,461349929.8700
INDIA,1996,465502999.6400
INDIA,1995,476533290.4200
INDIA,1994,470640591.5700
INDIA,1993,476166748.5400
INDIA,1992,468464998.5800
INDONESIA,1998,263887651.5300
INDONESIA,1997,459758362.7400
INDONESIA,1996,463748729.3500
INDONESIA,1995,455827885.1400
INDONESIA,1994,465147967.8300
INDONESIA,1993,459510035.1100
INDONESIA,1992,459790283.9400
IRAN,1998,276956481.1800
IRAN,1997,461123147.7700
IRAN,1996,464968393.8600
IRAN,1995,471162051.6300
IRAN,1994,474785904.0200
IRAN,1993,469562753.8000
IRAN,1992,465465635.4900
IRAQ,1998,277184841.7600
IRAQ,1997,466378518.8700
IRAQ,1996,480133815.9000
IRAQ,1995,466033980.8500
IRAQ,1994,470968331.7600
IRAQ,1993,473233440.0200
IRAQ,1992,474325553.1800
JAPAN,1998,274676423.4900
JAPAN,1997,468355447.9900
JAPAN,1996,463254138.8900
JAPAN,1995,462210974.5100
JAPAN,1994,476425680.2600
JAPAN,1993,477905842.0200
JAPAN,1992,472251377.1900
JORDAN,1998,271011237.5700
JORDAN,1997,459686981.9100
JORDAN,1996,456380965.1900
JORDAN,1995,464095726.3000
JORDAN,1994,466714142.8400
JORDAN,1993,462387677.3300
JORDAN,1992,463531365.6100
KENYA,1998,278319052.6400
KENYA,1997,477086524.0100
KENYA,1996,482407892.6400
KENYA,1995,473877156.9400
KENYA,1994,471783599.9900
KENYA,1993,475482332.0100
KENYA,1992,476117758.3700
MOROCCO,1998,272103827.6700
MOROCCO,1997,465001370.7100
MOROCCO,1996,469664985.9700
MOROCCO,1995,475547495.6300
MOROCCO,1994,464206774.7500
MOROCCO,1993,462506502.7400
MOROCCO,1992,466178288.9300
MOZAMBIQUE,1998,273890165.6000
MOZAMBIQUE,1997,460347873.3500
MOZAMBIQUE,1996,459929848.2100
MOZAMBIQUE,1995,451530701.8800
MOZAMBIQUE,1994,462880325.3400
MOZAMBIQUE,1993,456798606.5400
MOZAMBIQUE,1992,452818098.9400
PERU,1998,267707656.7000
PERU,1997,461492356.6900
PERU,1996,465131310.8200
PERU,1995,461370165.5900
PERU,1994,465770567.7600
PERU,1993,467123414.4300
PERU,1992,467445093.2800
ROMANIA,1998,269548784.6800
ROMANIA,1997,460428663.2600
ROMANIA,1996,459940510.8100
ROMANIA,1995,460998928.5400
ROMANIA,1994,452638368.0000
ROMANIA,1993,465847349.6600
ROMANIA,1992,468844860.3300
RUSSIA,1998,275798445.4300
RUSSIA,1997,468793134.0800
RUSSIA,1996,464463542.0600
RUSSIA,1995,463464393.5300
RUSSIA,1994,459884847.4600
RUSSIA,1993,462392126.2800
RUSSIA,1992,468380860.2700
SAUDI ARABIA,1998,279378088.7900
SAUDI ARABIA,1997,467653487.8200
SAUDI ARABIA,1996,478596234.6000
SAUDI ARABIA,1995,477055353.5800
SAUDI ARABIA,1994,471085280.4000
SAUDI ARABIA,1993,468645281.3600
SAUDI ARABIA,1992,479819037.3400
UNITED KINGDOM,1998,269932104.2700
UNITED KINGDOM,1997,463575459.0800
UNITED KINGDOM,1996,467451135.0800
UNITED KINGDOM,1995,465308899.7500
UNITED KINGDOM,1994,466317319.6500
UNITED KINGDOM,1993,467140820.8300
UNITED KINGDOM,1992,464629328.2400
UNITED STATES,1998,271746651.5100
UNITED STATES,1997,466200206.6200
UNITED STATES,1996,466726816.7800
UNITED STATES,1995,470796985.7600
UNITED STATES,1994,476447735.3500
UNITED STATES,1993,460120347.7100
UNITED STATES,1992,468157711.6600
VIETNAM,1998,272979470.8800
VIETNAM,1997,473777508.7800
VIETNAM,1996,466048695.9000
VIETNAM,1995,468658111.0100
VIETNAM,1994,478019540.1900
VIETNAM,1993,469271844.0400
VIETNAM,1992,463962862.6600
