nation,o_year,sum_profit
ALGERIA,1998,16773693.9984
ALGERIA,1997,28316937.7675
ALGERIA,1996,29857299.2429
ALGERIA,1995,28685040.0469
ALGERIA,1994,29711525.1368
ALGERIA,1993,28099461.9937
ALGERIA,1992,30798494.6862
ALGERIA,1970,556849132.5353
ARGENTINA,1998,18193900.7894
ARGENTINA,1997,30099881.4642
ARGENTINA,1996,29692005.7523
ARGENTINA,1995,31838295.9025
ARGENTINA,1994,29012204.2079
ARGENTINA,1993,28003386.8766
ARGENTINA,1992,30446105.1531
ARGENTINA,1970,584958693.2416
BRAZIL,1998,16150422.9054
BRAZIL,1997,28153249.5313
BRAZIL,1996,28638164.8158
BRAZIL,1995,26952893.0485
BRAZIL,1994,29028184.6178
BRAZIL,1993,30252757.2039
BRAZIL,1992,28919901.0987
BRAZIL,1970,572127799.3035
CANADA,1998,16051889.9059
CANADA,1997,29558299.6191
CANADA,1996,28659588.3979
CANADA,1995,30521501.1556
CANADA,1994,29235506.7695
CANADA,1993,31173357.4081
CANADA,1992,30617674.4399
CANADA,1970,587722614.2715
CHINA,1998,17698753.0930
CHINA,1997,27735811.0589
CHINA,1996,27539459.7108
CHINA,1995,28544656.6558
CHINA,1994,28164788.5050
CHINA,1993,28827667.5469
CHINA,1992,29624307.9494
CHINA,1970,573351193.8289
EGYPT,1998,18177311.4167
EGYPT,1997,31117932.5599
EGYPT,1996,30532701.6321
EGYPT,1995,30376133.3349
EGYPT,1994,28975555.6948
EGYPT,1993,28978419.9489
EGYPT,1992,27912054.4887
EGYPT,1970,586167988.0706
ETHIOPIA,1998,17591007.6872
ETHIOPIA,1997,29767282.5738
ETHIOPIA,1996,28285938.6755
ETHIOPIA,1995,29839910.2086
ETHIOPIA,1994,29637794.0717
ETHIOPIA,1993,28421326.5515
ETHIOPIA,1992,29002158.0489
ETHIOPIA,1970,575269839.0486
FRANCE,1998,17619976.3451
FRANCE,1997,28284626.5156
FRANCE,1996,29019157.3456
FRANCE,1995,30081669.4924
FRANCE,1994,28137592.8350
FRANCE,1993,30394265.4661
FRANCE,1992,29371184.9672
FRANCE,1970,568453941.6004
GERMANY,1998,18096969.1672
GERMANY,1997,27899945.8123
GERMANY,1996,29480887.5211
GERMANY,1995,28103030.7323
GERMANY,1994,28033660.1366
GERMANY,1993,28912919.8468
GERMANY,1992,32378370.6292
GERMANY,1970,580694933.7687
INDIA,1998,17413845.7153
INDIA,1997,28777232.4558
INDIA,1996,28621958.1298
INDIA,1995,30110788.0730
INDIA,1994,30067806.2521
INDIA,1993,28694875.4422
INDIA,1992,31195616.9845
INDIA,1970,577567216.1232
INDONESIA,1998,17114810.2020
INDONESIA,1997,29623480.0911
INDONESIA,1996,27970070.2538
INDONESIA,1995,28674093.6649
INDONESIA,1994,28204938.3082
INDONESIA,1993,27588379.6234
INDONESIA,1992,29216327.8068
INDONESIA,1970,560982582.7663
IRAN,1998,18068527.8896
IRAN,1997,28322598.8055
IRAN,1996,30462600.0215
IRAN,1995,31777431.4736
IRAN,1994,28209194.0113
IRAN,1993,27989124.0615
IRAN,1992,27423019.9805
IRAN,1970,575653742.7735
IRAQ,1998,17306512.0620
IRAQ,1997,29174035.1221
IRAQ,1996,29909581.5093
IRAQ,1995,29602041.1291
IRAQ,1994,28324911.3271
IRAQ,1993,31138030.6605
IRAQ,1992,27621992.8558
IRAQ,1970,577742577.5818
JAPAN,1998,16557101.3517
JAPAN,1997,27648962.3817
JAPAN,1996,28255605.4719
JAPAN,1995,29536869.5510
JAPAN,1994,29925140.5191
JAPAN,1993,29374079.4731
JAPAN,1992,30023638.3103
JAPAN,1970,576770566.3747
JORDAN,1998,16860864.8926
JORDAN,1997,28573795.1032
JORDAN,1996,29119947.9145
JORDAN,1995,28731276.2956
JORDAN,1994,28753660.0044
JORDAN,1993,29491812.3985
JORDAN,1992,29701505.7016
JORDAN,1970,577767981.0837
KENYA,1998,17403404.0908
KENYA,1997,30183400.1348
KENYA,1996,31088070.5114
KENYA,1995,28488461.7807
KENYA,1994,28562926.6146
KENYA,1993,29937885.3509
KENYA,1992,28531978.9242
KENYA,1970,584855301.9295
MOROCCO,1998,18226186.8389
MOROCCO,1997,27258896.5641
MOROCCO,1996,30508708.0363
MOROCCO,1995,29382317.6684
MOROCCO,1994,29523013.4074
MOROCCO,1993,29130224.7441
MOROCCO,1992,28776551.0928
MOROCCO,1970,576425735.1326
MOZAMBIQUE,1998,16441744.5246
MOZAMBIQUE,1997,26509782.9300
MOZAMBIQUE,1996,29413506.0585
MOZAMBIQUE,1995,29079888.2607
MOZAMBIQUE,1994,27390483.0970
MOZAMBIQUE,1993,27279504.0439
MOZAMBIQUE,1992,29785737.5443
MOZAMBIQUE,1970,575070442.1405
PERU,1998,16669489.7669
PERU,1997,29920398.0592
PERU,1996,30293826.8307
PERU,1995,29293588.4929
PERU,1994,30524105.8364
PERU,1993,28554644.8160
PERU,1992,30207630.0291
PERU,1970,575465663.0203
ROMANIA,1998,17339089.9943
ROMANIA,1997,29812492.7479
ROMANIA,1996,29200308.3629
ROMANIA,1995,29168493.0613
ROMANIA,1994,26595372.1378
ROMANIA,1993,27558489.7787
ROMANIA,1992,26564791.8776
ROMANIA,1970,568106357.8868
RUSSIA,1998,16451445.7306
RUSSIA,1997,29330527.6970
RUSSIA,1996,29512990.7577
RUSSIA,1995,29810777.7846
RUSSIA,1994,29666144.1876
RUSSIA,1993,29391209.2840
RUSSIA,1992,32501949.0292
RUSSIA,1970,571384505.9081
SAUDI ARABIA,1998,17782946.3128
SAUDI ARABIA,1997,28875789.7195
SAUDI ARABIA,1996,28498511.5757
SAUDI ARABIA,1995,29207281.5822
SAUDI ARABIA,1994,28996486.1244
SAUDI ARABIA,1993,30105671.4550
SAUDI ARABIA,1992,28756779.0643
SAUDI ARABIA,1970,586471030.5364
UNITED KINGDOM,1998,17623774.2991
UNITED KINGDOM,1997,28587315.9657
UNITED KINGDOM,1996,29051472.1412
UNITED KINGDOM,1995,28590085.6242
UNITED KINGDOM,1994,28423392.7247
UNITED KINGDOM,1993,30145527.0458
UNITED KINGDOM,1992,28081457.1397
UNITED KINGDOM,1970,574305013.3465
UNITED STATES,1998,18027430.7529
UNITED STATES,1997,28454801.8524
UNITED STATES,1996,29721860.9389
UNITED STATES,1995,30543659.7091
UNITED STATES,1994,28234454.3865
UNITED STATES,1993,27747399.7176
UNITED STATES,1992,31071689.6014
UNITED STATES,1970,582091563.4247
VIETNAM,1998,17227128.2278
VIETNAM,1997,30079446.1846
VIETNAM,1996,29392679.8309
VIETNAM,1995,29823129.2642
VIETNAM,1994,28628220.4023
VIETNAM,1993,28751867.8924
VIETNAM,1992,28985655.6371
VIETNAM,1970,580490203.7267
