nation,o_year,sum_profit
ALGERIA,1998,69001686.24
ALGERIA,1997,112919954.01
ALGERIA,1996,113333880.28
ALGERIA,1995,114282214.68
ALGERIA,1994,112786245.65
ALGERIA,1993,113475904.79
ALGERIA,1992,113291569.93
ARGENTINA,1998,70249914.83
ARGENTINA,1997,117150223.98
ARGENTINA,1996,117867008.85
ARGENTINA,1995,117093607.95
ARGENTINA,1994,118880568.92
ARGENTINA,1993,120076184.41
ARGENTINA,1992,120926828.50
BRAZIL,1998,68704645.47
BRAZIL,1997,111415544.74
BRAZIL,1996,116127940.88
BRAZIL,1995,113724402.69
BRAZIL,1994,119786949.77
BRAZIL,1993,116377392.17
BRAZIL,1992,114086365.69
CANADA,1998,70019383.00
CANADA,1997,118614649.44
CANADA,1996,118707574.74
CANADA,1995,115223527.17
CANADA,1994,120547980.32
CANADA,1993,121157869.87
CANADA,1992,119269312.08
CHINA,1998,69129685.24
CHINA,1997,115530270.26
CHINA,1996,113034883.61
CHINA,1995,113189848.68
CHINA,1994,118714628.11
CHINA,1993,116622398.26
CHINA,1992,115264792.22
EGYPT,1998,69151301.80
EGYPT,1997,117745988.34
EGYPT,1996,121525515.04
EGYPT,1995,114863903.58
EGYPT,1994,120085751.10
EGYPT,1993,119103356.63
EGYPT,1992,119762145.65
ETHIOPIA,1998,68166548.42
ETHIOPIA,1997,117030298.65
ETHIOPIA,1996,117609834.63
ETHIOPIA,1995,115345812.54
ETHIOPIA,1994,116506442.05
ETHIOPIA,1993,115724510.97
ETHIOPIA,1992,117431677.43
FRANCE,1998,66350576.42
FRANCE,1997,113912924.93
FRANCE,1996,116479495.08
FRANCE,1995,115898182.07
FRANCE,1994,118269654.70
FRANCE,1993,115671762.57
FRANCE,1992,114779686.17
GERMANY,1998,70404128.18
GERMANY,1997,120532134.31
GERMANY,1996,113867520.55
GERMANY,1995,115918587.22
GERMANY,1994,116951665.20
GERMANY,1993,117571399.91
GERMANY,1992,118355148.28
INDIA,1998,69186961.88
INDIA,1997,116406060.62
INDIA,1996,115982282.18
INDIA,1995,118494063.76
INDIA,1994,118433381.17
INDIA,1993,118965542.60
INDIA,1992,114980911.24
INDONESIA,1998,64836875.56
INDONESIA,1997,112948644.79
INDONESIA,1996,116428549.75
INDONESIA,1995,113007318.30
INDONESIA,1994,115871001.67
INDONESIA,1993,111522832.26
INDONESIA,1992,114759329.84
IRAN,1998,67998661.66
IRAN,1997,115149934.87
IRAN,1996,115765636.61
IRAN,1995,118115145.30
IRAN,1994,118434850.55
IRAN,1993,118979148.24
IRAN,1992,113462727.03
IRAQ,1998,70122105.28
IRAQ,1997,116428406.32
IRAQ,1996,119853653.26
IRAQ,1995,114747684.10
IRAQ,1994,117245880.87
IRAQ,1993,117176134.64
IRAQ,1992,115245682.47
JAPAN,1998,68614848.09
JAPAN,1997,115704529.97
JAPAN,1996,113507085.50
JAPAN,1995,118234661.31
JAPAN,1994,117327892.66
JAPAN,1993,119093863.68
JAPAN,1992,115608948.63
JORDAN,1998,69969970.68
JORDAN,1997,117945830.41
JORDAN,1996,115332846.46
JORDAN,1995,118024655.17
JORDAN,1994,116063390.27
JORDAN,1993,115485695.37
JORDAN,1992,116178321.04
KENYA,1998,70050338.31
KENYA,1997,117100244.32
KENYA,1996,120532127.57
KENYA,1995,117814124.11
KENYA,1994,119135618.85
KENYA,1993,115853211.69
KENYA,1992,118565627.56
MOROCCO,1998,68563612.94
MOROCCO,1997,120320732.47
MOROCCO,1996,117227185.32
MOROCCO,1995,117515111.75
MOROCCO,1994,114663984.13
MOROCCO,1993,116121004.07
MOROCCO,1992,114819870.43
MOZAMBIQUE,1998,71221590.06
MOZAMBIQUE,1997,114340884.01
MOZAMBIQUE,1996,114885719.67
MOZAMBIQUE,1995,114145396.45
MOZAMBIQUE,1994,116061143.37
MOZAMBIQUE,1993,117000124.78
MOZAMBIQUE,1992,113316100.80
PERU,1998,66982578.44
PERU,1997,115247220.25
PERU,1996,116463663.73
PERU,1995,118024061.70
PERU,1994,115853516.73
PERU,1993,118945184.08
PERU,1992,119412987.72
ROMANIA,1998,66785585.27
ROMANIA,1997,115161780.77
ROMANIA,1996,116210603.46
ROMANIA,1995,113442081.36
ROMANIA,1994,110984663.66
ROMANIA,1993,115930361.39
ROMANIA,1992,115830186.93
RUSSIA,1998,69266993.78
RUSSIA,1997,117199077.39
RUSSIA,1996,116235698.44
RUSSIA,1995,113288391.23
RUSSIA,1994,119320251.27
RUSSIA,1993,115569617.33
RUSSIA,1992,117169389.15
SAUDI ARABIA,1998,69685188.60
SAUDI ARABIA,1997,114072763.85
SAUDI ARABIA,1996,116634587.34
SAUDI ARABIA,1995,120853992.98
SAUDI ARABIA,1994,120749480.49
SAUDI ARABIA,1993,116207530.61
SAUDI ARABIA,1992,120490817.50
UNITED KINGDOM,1998,67072259.56
UNITED KINGDOM,1997,118532625.35
UNITED KINGDOM,1996,118271736.42
UNITED KINGDOM,1995,112971149.29
UNITED KINGDOM,1994,114885328.40
UNITED KINGDOM,1993,117163498.75
UNITED KINGDOM,1992,115911305.92
UNITED STATES,1998,68595249.41
UNITED STATES,1997,116972199.22
UNITED STATES,1996,116079162.31
UNITED STATES,1995,120377407.93
UNITED STATES,1994,119613285.38
UNITED STATES,1993,113822522.89
UNITED STATES,1992,120432901.21
VIETNAM,1998,64297304.46
VIETNAM,1997,120199695.41
VIETNAM,1996,117197712.48
VIETNAM,1995,116585378.06
VIETNAM,1994,121705354.64
VIETNAM,1993,115731149.78
VIETNAM,1992,117661601.15
